bigram_Words,count
flexible product,8
benefit product,8
best fit,8
insurance provider,8
insurer implication,8
implication insurtechs,8
insurtechs implication,8
insurer partner,8
insurer focus,8
insurer start,8
conclusion customer,8
lack scale,8
risk based,8
underwriting claim,8
partnership acquisition,8
lower margin,8
technology allow,8
insider retrieved,8
http businessinsider,8
connected car,8
potential change,8
model economics,8
platform model,8
model banking,8
experience fintechs,8
fintechs large,8
deposit account,8
incumbent starting,8
system cloud,8
creates challenge,8
bank offer,8
open banking,8
continued digital,8
finding case,8
bank customer,8
leading mobile,8
customer lower,8
firm move,8
bank ability,8
institution build,8
expectation customer,8
profitable product,8
bank form,8
partnership bank,8
offering service,8
data platform,8
bank implication,8
traditional full,8
tech player,8
bank bank,8
platform gain,8
scale platform,8
platform implication,8
business customer,8
relationship financial,8
core banking,8
landscape future,8
lean automated,8
file customer,8
lending market,8
adjudication technique,8
underbanked thin,8
seamless digital,8
digital origination,8
origination rapid,8
data limited,8
continued lending,8
offer loan,8
bank alternative,8
pressure incumbent,8
human intervention,8
increasing customer,8
granular data,8
investor demand,8
price sensitive,8
capital fund,8
funding source,8
marketplace lending,8
rating agency,8
provider implication,8
bank receive,8
bank financial,8
product access,8
adjudication process,8
future investment,8
incumbent innovator,8
advice requires,8
fewer resource,8
automated externalized,8
stickiness high,8
engagement investment,8
defined contribution,8
cost customer,8
customer centric,8
digital customer,8
differentiate robo,8
continued investment,8
intelligent portfolio,8
investor incumbent,8
ability differentiate,8
natural language,8
partnership wealth,8
mutual fund,8
based approach,8
human adviser,8
robo advice,8
guaranteed outcome,8
based offering,8
point interaction,8
differentiated technology,8
factor synthesis,8
synthesis decision,8
individual financial,8
institution core,8
institution investment,8
investment service,8
differentiate based,8
future equity,8
system limiting,8
private market,8
stage funding,8
continued equity,8
investor participate,8
crowdfunding regulation,8
improve accuracy,8
risk return,8
platform developed,8
equity venture,8
international expansion,8
rate environment,8
driven regulation,8
platform investment,8
investor conduct,8
opportunity increased,8
play role,8
model traditional,8
counter otc,8
otc product,8
fragmented regulatory,8
required asset,8
supply demand,8
data standardization,8
continued market,8
deutsche rse,8
model platform,8
platform provider,8
infrastructure data,8
disruptive technology,8
customer friendly,8
visibility market,8
platform usage,8
platform platform,8
trade activity,8
risk compliance,8
minimum viable,8
acknowledgement project,8
team includes,8
includes individual,8
mcwaters lead,8
additional project,8
contribution support,8
abel lee,8
acknowledgement subject,8
interview participating,8
participating workshop,8
workshop roundtable,8
roundtable discussion,8
discussion alphabetical,8
order contributing,8
contributing subject,8
western union,8
hwan kim,8
kim deloitte,8
forum jesse,8
org giancarlo,8
forum giancarlo,8
bruno weforum,8
michael drexler,8
institution building,8
unique insight,8
advisor deloitte,8
group michael,8
technology officer,8
officer barclays,8
development thomson,8
director financial,8
tom brown,8
project advisor,8
expert addition,8
clarient entity,8
entity hub,8
industry future,8
project explores,8
explores potential,8
infrastructure ambitious,8
ambitious blockchain,8
blockchain reshape,8
effort build,8
robust digital,8
standard identity,8
stakeholder workshop,8
established financial,8
digital based,8
great potential,8
identity attribute,8
identity theft,8
access public,8
based attribute,8
single organization,8
authentication solution,8
global technology,8
full identity,8
solution provider,8
development service,8
scope scale,8
transaction completed,8
well positioned,8
business case,8
cost avoidance,8
tailored product,8
reduce fraud,8
transaction monitoring,8
transform business,8
customer creditworthiness,8
preference financial,8
day day,8
trusted identity,8
user transaction,8
regulatory acceptance,8
transacting party,8
service retail,8
identity corporate,8
corporate identity,8
asset origination,8
based identity,8
proof identity,8
identity document,8
transaction entity,8
transaction digital,8
forum benefit,8
user prove,8
user required,8
privacy enhancing,8
inside natural,8
natural boundary,8
boundary identity,8
system individual,8
system legal,8
system allow,8
forum user,8
hold user,8
standard requirement,8
digital form,8
system exist,8
identity stored,8
user rps,8
system best,8
single source,8
user transfer,8
entity store,8
access identity,8
idp authenticates,8
entity act,8
single idp,8
idp hold,8
control user,8
help customer,8
access government,8
system government,8
private rps,8
digital signature,8
tupas private,8
solution finland,8
allowing user,8
view entity,8
identity legal,8
transaction involving,8
ability access,8
viable sustainable,8
built open,8
network stakeholder,8
mobile platform,8
fis fis,8
debit card,8
tupas system,8
government solution,8
clearly defined,8
service fis,8
collection storage,8
monetize identity,8
regulatory complexity,8
entity involved,8
government regulator,8
decreased risk,8
liability event,8
data loss,8
loss breach,8
streamlined user,8
transaction service,8
relationship user,8
transaction fee,8
aggregated view,8
standardized fis,8
money laundering,8
competing interest,8
accrue fis,8
fis implementation,8
customer process,8
process automated,8
fis current,8
process required,8
history asset,8
bottom approach,8
process key,8
increasingly cashless,8
cashless payment,8
evolution decentralised,8
scheme change,8
delivered insurance,8
lending change,8
market dynamic,8
dynamic traditional,8
future role,8
institution response,8
response continually,8
continually shifting,8
evolution distributed,8
raising impact,8
impact role,8
individual automated,8
key process,8
process transform,8
transform financial,8
transform capital,8
asia pacific,8
open gamma,8
pressure traditional,8
function cluster,8
streamlined payment,8
enable insurer,8
raising activity,8
institution traditional,8
intermediary ability,8
focus algorithmic,8
trade strategy,8
decentralised system,8
process financial,8
key pain,8
number innovation,8
sale vendor,8
lose visibility,8
visibility payment,8
niche merchant,8
merchant issued,8
electronic payment,8
number intermediary,8
key challenge,8
location based,8
po acquirer,8
customer issuer,8
cost cost,8
consolidation payment,8
wallet provider,8
account today,8
future card,8
card payment,8
existing player,8
wearable device,8
reward programme,8
scenario displacement,8
build customer,8
customer retention,8
market scenario,8
loyalty stickiness,8
transfer system,8
transfer amount,8
flow fund,8
transfer request,8
central intermediary,8
time take,8
network financial,8
facilitate alternative,8
scheme complement,8
provide leaner,8
leaner faster,8
option existing,8
initial sender,8
remittance remittance,8
compelling proposition,8
proposition customer,8
institution adopt,8
future customer,8
higher margin,8
settlement system,8
scenario sufficient,8
regulatory comfort,8
commoditised personal,8
commercial market,8
underwriting capacity,8
product commoditised,8
capital providing,8
insurance business,8
